Released;Movie;Weekend;US Gross;Worldwide Gross;Budget;Type
05/22/2002;The Importance of Being Earnest;398662;8378141;NULL;15000000;Adapted
07/19/2000;The In Crowd;1505551;5217498;NULL;15000000;Original
08/19/2011;The Inbetweeners Movie;NULL;NULL;21715097;5700000;TV
06/13/2008;The Incredible Hulk;55414050;134806913;263417913;137500000;Comics
11/05/2004;The Incredibles;70467623;261441092;632882184;92000000;Original
06/16/1995;The Incredibly True Adventure of Two Girls in Love;60104;2210408;2477155;250000;Original
07/14/1995;The Indian in the Cupboard;7716278;35627222;NULL;45000000;Adapted
09/18/2009;The Informant;10464314;33316821;41771168;22000000;Adapted
04/24/2009;The Informers;315000;315000;NULL;18000000;Adapted
04/22/1994;The Inkwell;2358988;8864699;NULL;8000000;Original
11/05/1999;The Insider;6712361;28965197;60265197;68000000;Adapted
02/13/2009;The International;9331739;25450527;53850527;50000000;Original
04/22/2005;The Interpreter;22822455;72708161;163954076;90000000;Original
08/17/2007;The Invasion;5951409;15074191;40147042;80000000;Remake
10/02/2009;The Invention of Lying;7027472;18451251;32679264;18500000;Original
08/04/1999;The Iron Giant;5732614;23159305;31333917;50000000;Adapted
06/13/1980;The Island;3123267;15716828;NULL;22000000;Adapted
07/22/2005;The Island;12409070;35818913;163018913;120000000;Original
08/23/1996;The Island of Dr. Moreau;9101987;27682712;NULL;40000000;Adapted
05/30/2003;The Italian Job;19457944;106126012;175826012;60000000;Remake
11/14/1997;The Jackal;15164595;54956941;159356941;60000000;Remake
03/04/2005;The Jacket;2723682;6301131;15452978;28500000;Original
02/03/1995;The Jerky Boys;4392403;7555256;NULL;4000000;Original
12/23/1994;The Jungle Book;5129959;44342956;NULL;27000000;Adapted
02/14/2003;The Jungle Book 2;11441733;47901582;135703599;20000000;Adapted
02/02/1996;The Juror;8411178;22730924;35000000;44000000;Adapted
06/11/2010;The Karate Kid;55665805;176591618;359091618;40000000;Remake
08/10/1977;The Kentucky Fried Movie;NULL;15000000;20000000;600000;Original
07/07/2000;The Kid;12687726;69688384;NULL;65000000;Original
07/09/2010;The Kids Are All Right;491971;20811365;35047001;4000000;Original
11/26/2010;The King's Speech;355450;138797449;427374139;15000000;Original
09/28/2007;The Kingdom;17135055;47467250;86509602;72500000;Original
12/12/2008;The Kings of Appletown;NULL;NULL;NULL;7000000;Original
12/14/2007;The Kite Runner;471713;15800078;73222245;20000000;Adapted
10/13/2000;The Ladies Man;5426390;13592872;13719474;11000000;Original
03/26/2004;The Ladykillers;12634563;39692139;77392139;35000000;Remake
06/16/2006;The Lake House;13616196;52330111;114830111;40000000;Remake
11/18/1988;The Land Before Time;7526025;48092846;81972846;12300000;Original
07/01/2010;The Last Airbender;40325019;131772187;319713881;150000000;TV
10/19/2001;The Last Castle;7088213;18208078;20541668;60000000;Original
11/20/1987;The Last Emperor;NULL;43984000;NULL;25000000;Adapted
08/27/2010;The Last Exorcism;20366613;41034350;67357714;1800000;Original
04/01/2011;The Last Godfather;101779;164247;NULL;13400000;Original
09/27/2006;The Last King of Scotland;142899;17606684;48363516;6000000;Adapted
08/17/2007;The Last Legion;2746312;5932060;25332060;67000000;Adapted
09/25/1992;The Last of the Mohicans;10976661;75505856;NULL;40000000;Adapted
12/05/2003;The Last Samurai;24271354;111110575;456810575;120000000;Original
09/24/2004;The Last Shot;164801;463730;NULL;40000000;Real Events
02/09/2007;The Last Sin Eater;246483;388390;NULL;2200000;Adapted
03/31/2010;The Last Song;16007426;62950384;88170291;20000000;Adapted
01/15/2010;The Last Station;73723;6617867;13723933;18000000;Adapted
08/12/1988;The Last Temptation of Christ;401211;8373585;NULL;7000000;Adapted
03/06/1992;The Lawnmower Man;7751971;32100816;NULL;10000000;Original
07/11/2003;The League of Extraordinary Gentlemen;23075892;66465204;179265204;78000000;Comics
11/03/2000;The Legend of Bagger Vance;11516712;30695227;39235486;60000000;Adapted
10/20/2000;The Legend of Drunken Master;3845278;11546543;NULL;2000000;Original
05/22/1981;The Legend of the Lone Ranger;2700000;13400000;NULL;18000000;Remake
10/28/2005;The Legend of Zorro;16328506;45575336;141475336;80000000;Remake
11/23/2005;The Libertine;27804;4835065;9448623;22000000;Adapted
12/10/2004;The Life Aquatic with Steve Zissou;113085;24006726;34806726;50000000;Original
08/17/1979;The Life of Brian;140044;20008693;36000000;4000000;Original
02/21/2003;The Life of David Gale;7117225;19694635;28920188;50000000;Original
10/08/1999;The Limey;187122;3193102;6030047;10000000;Original
03/18/2011;The Lincoln Lawyer;13206453;58009200;85507593;40000000;Adapted
06/15/1994;The Lion King;1586753;422780140;952880140;79300000;Original
10/27/2000;The Little Vampire;5719627;13555988;NULL;22000000;Adapted
07/31/1987;The Living Daylights;11051284;51185000;191200000;40000000;Adapted
05/02/2003;The Lizzie McGuire Movie;17338755;42734455;55534455;15000000;TV
12/31/2010;The Lone Ranger;NULL;NULL;NULL;215000000;TV
10/11/1996;The Long Kiss Goodnight;10183230;33447612;NULL;65000000;Original
05/16/1980;The Long Riders;2351112;15198912;NULL;10000000;Original
10/04/1962;The Longest Day;NULL;39100000;50100000;10000000;Real Events
05/27/2005;The Longest Yard;47606480;158119460;190320568;82000000;Remake
08/22/2008;The Longshots;4080687;11511323;11742143;23000000;Real Events
03/02/2012;The Lorax;70217070;190133010;227533010;67500000;Adapted
12/19/2001;The Lord of the Rings: The Fellowship of the Ring;47211490;315544750;869390266;109000000;Adapted
12/17/2003;The Lord of the Rings: The Return of the King;72629713;377845905;1141408667;94000000;Adapted
12/18/2002;The Lord of the Rings: The Two Towers;62007528;342548984;927048984;94000000;Adapted
04/23/2010;The Losers;9406348;23591432;26714018;25000000;Comics
04/28/2006;The Lost City;191560;2484186;3650302;9600000;Original
05/23/1997;The Lost World: Jurassic Park;72132785;229086679;786686679;75000000;Adapted
05/21/1999;The Love Letter;2692819;8322608;NULL;15000000;Adapted
12/11/2009;The Lovely Bones;116616;44114232;94894448;95000000;Adapted
09/26/2008;The Lucky Ones;183088;266967;NULL;14000000;Original
12/21/2001;The Majestic;4904339;27796042;37306334;72000000;Original
09/09/2005;The Man;4065014;8330720;10393696;20000000;Original
10/19/2007;The Man From Earth;NULL;NULL;NULL;200000;Original
11/03/1982;The Man From Snowy River;694126;20659423;NULL;5000000;Original
03/13/1998;The Man in the Iron Mask;17271450;56968169;NULL;35000000;Adapted
11/14/1997;The Man Who Knew Too Little;4604819;13801755;NULL;20000000;Adapted
12/20/1974;The Man with the Golden Gun;NULL;21000000;97600000;7000000;Adapted
07/30/2004;The Manchurian Candidate;20018620;65948711;96148711;80000000;Remake
10/13/2006;The Marine;7138774;18844784;22165608;15000000;Original
07/29/1994;The Mask;23117068;119920129;351620129;18000000;Comics
07/17/1998;The Mask of Zorro;22525855;93828745;233700000;65000000;Remake
08/02/2002;The Master of Disguise;12554650;40363530;NULL;16000000;Original
12/30/2005;The Matador;69100;12578537;17290120;10000000;Original
03/31/1999;The Matrix;27788331;171479930;460279930;65000000;Original
05/15/2003;The Matrix Reloaded;91774413;281553689;738576929;127000000;Original
11/05/2003;The Matrix Revolutions;48475154;139259759;424259759;110000000;Original
01/28/2011;The Mechanic;11422006;29121498;61980729;42500000;Remake
08/22/2003;The Medallion;8111324;22108977;NULL;41000000;Original
11/06/2009;The Men Who Stare at Goats;12706654;32428195;67348218;24000000;Adapted
12/29/2004;The Merchant of Venice;69868;3765585;18765585;30000000;Adapted
11/13/2009;The Messenger;44523;1109660;1409660;6500000;Original
11/12/1999;The Messenger: The Story of Joan of Arc;6360968;14271297;NULL;50000000;Real Events
02/02/2007;The Messengers;14713321;35374833;53774833;16000000;Original
03/02/2001;The Mexican;20108829;66808615;145238250;40000000;Original
10/02/1992;The Mighty Ducks;6035133;50752337;NULL;10000000;Original
10/21/2011;The Mighty Macs;963221;1891936;NULL;7000000;Real Events
02/06/2004;The Miracle;19377577;64378093;64445708;28000000;Real Events
11/15/1996;The Mirror Has Two Faces;12210868;41267469;NULL;42000000;Original
11/26/2003;The Missing;10833633;26900336;38253433;65000000;Adapted
11/21/2007;The Mist;8931973;25593755;54777490;13000000;Adapted
01/01/2004;The Mongol King;NULL;900;NULL;7000;Original
01/25/2002;The Mothman Prophecies;11208851;35228696;54639865;42000000;Adapted
05/07/2004;The Mudge Boy;1696;62544;NULL;800000;Original
05/07/1999;The Mummy;43369635;155385488;416385488;80000000;Remake
05/04/2001;The Mummy Returns;68139035;202007640;433007640;98000000;Remake
08/01/2008;The Mummy: Tomb of the Dragon Emperor;40457770;102491776;397912118;175000000;Remake
12/11/1992;The Muppet Christmas Carol;5010109;27281507;NULL;12000000;TV
11/23/2011;The Muppets;29239026;88625922;147725922;45000000;TV
08/27/1999;The Muse;3926825;11614954;NULL;15000000;Original
09/07/2001;The Musketeer;10312740;27053815;NULL;40000000;Adapted
06/28/1991;The Naked Gun 2½: The Smell of Fear;20817139;86930411;NULL;23000000;TV
06/24/2011;The Names of Love;30372;514237;9261711;4600000;Original
03/09/2007;The Namesake;248552;13610521;20180109;8500000;Adapted
12/01/2006;The Nativity Story;7849304;37629831;46432264;35000000;Adapted
07/29/1998;The Negotiator;10218831;44705766;49105766;50000000;Original
07/28/1995;The Net;10037745;50621733;110521733;22000000;Original
05/10/2002;The New Guy;9007833;28972187;NULL;13000000;Original
12/25/2005;The New World;20000;12712093;26184400;30000000;Original
03/27/1998;The Newton Boys;4010245;10341093;NULL;27000000;Real Events
03/03/2000;The Next Best Thing;5870387;14983572;24355762;25000000;Original
11/19/2010;The Next Three Days;6542779;21148651;67255916;30000000;Remake
08/04/2006;The Night Listener;3554134;7836393;10547755;4000000;Real Events
03/10/2000;The Ninth Gate;6622518;18653746;58394308;38000000;Original
06/25/2004;The Notebook;13464745;81001787;102276787;30000000;Adapted
02/23/2007;The Number 23;14602867;35193167;77593167;32000000;Original
11/24/2010;The Nutcracker in 3D;65944;195459;12606721;90000000;Musical
06/28/1996;The Nutty Professor;25411725;128814019;273814019;55000000;Remake
04/17/1998;The Object of my Affection;9725855;29145924;NULL;15000000;Adapted
09/04/1987;The Offspring;154991;1355728;NULL;1100000;Original
10/15/1999;The Omega Code;2354362;12610552;12678312;7200000;Original
06/25/1976;The Omen;4273886;48570885;NULL;2800000;Original
06/06/2006;The Omen;16026496;54607383;119496456;25000000;Remake
11/02/2001;The One;19112404;43905746;NULL;49000000;Original
08/28/2009;The Open Road;13323;19716;19716;10000000;Original
09/05/2003;The Order;4438899;7659747;11559747;35000000;Original
08/18/2000;The Original Kings of Comedy;11053832;38168022;38236338;3000000;Real Events
02/29/2008;The Other Boleyn Girl;8203061;26814957;77714957;40000000;Adapted
12/14/2001;The Other Side of Heaven;55765;4720371;NULL;7000000;Adapted
08/10/2001;The Others;14089952;96522687;209947037;17000000;Original
04/02/1999;The Out-of-Towners;8224215;28544120;NULL;40000000;Remake
03/25/1983;The Outsiders;5068165;25697647;NULL;10000000;Adapted
01/18/2008;The Oxford Murders;NULL;4803;8668544;10000000;Adapted
03/04/2005;The Pacifier;30552694;113006880;198006880;56000000;Original
12/20/2006;The Painted Veil;51085;8060487;15118795;19400000;Adapted
05/03/1996;The Pallbearer;2319236;5656388;NULL;8000000;Original
02/25/2004;The Passion of the Christ;83848082;370782930;611899420;25000000;Adapted
06/28/2000;The Patriot;22413710;113330342;215300000;110000000;Original
09/26/1997;The Peacemaker;12311939;41263140;62967368;50000000;Adapted
12/17/1993;The Pelican Brief;16864404;100768056;187995859;45000000;Adapted
05/12/1995;The Perez Family;1127645;2794056;NULL;11000000;Adapted
06/17/2005;The Perfect Man;5300980;16535005;19535005;10000000;Original
06/30/2000;The Perfect Storm;41325042;182618434;328711434;120000000;Adapted
06/07/1996;The Phantom;5072346;17220599;NULL;45000000;Comics
12/22/2004;The Phantom of the Opera;4001890;51225796;158225796;55000000;Musical
12/27/2002;The Pianist;111261;32519322;120000000;35000000;Real Events
04/10/1992;The Player;NULL;21706101;28876702;8000000;Adapted
04/08/1998;The Players Club;5894607;23047939;NULL;5000000;Original
01/19/2001;The Pledge;5765347;19719930;29406132;45000000;Adapted
11/10/2004;The Polar Express;23323463;182703661;306803661;170000000;Adapted
12/25/1997;The Postman;5260324;17650704;NULL;80000000;Adapted
07/03/2002;The Powerpuff Girls;3583114;11411644;16425701;25000000;TV
10/20/2006;The Prestige;14801808;53089891;107896006;40000000;Adapted
04/02/2004;The Prince & Me;9406378;28165882;29356757;30000000;Original
12/18/1998;The Prince of Egypt;14524321;101413188;218600000;60000000;Adapted
12/25/1991;The Prince of Tides;10035412;74787599;NULL;30000000;Adapted
08/25/1995;The Princess and the Cobbler;319723;669276;NULL;24000000;Original
11/25/2009;The Princess and the Frog;786190;104400899;263494174;105000000;Adapted
09/25/1987;The Princess Bride;206243;30857000;NULL;15000000;Adapted
08/03/2001;The Princess Diaries;22862269;108244774;165334774;30000000;Adapted
08/11/2004;The Princess Diaries 2: Royal Engagement;22956453;95149435;122071435;45000000;Adapted
05/25/1979;The Prisoner of Zenda;2425315;7000000;NULL;12500000;Adapted
12/16/2005;The Producers;154590;19398532;32952995;45000000;Remake
02/26/2010;The Prophet;163773;2087720;12081833;13000000;Original
06/19/2009;The Proposal;33627598;163958031;314709717;40000000;Original
04/16/2004;The Punisher;13834527;33664370;54664370;33000000;Comics
11/13/1981;The Pursuit of D.B. Cooper;1124671;2104164;NULL;12000000;Adapted
12/15/2006;The Pursuit of Happyness;26541709;162586036;306096398;55000000;Real Events
09/30/2006;The Queen;122014;56441711;122840603;15000000;Real Events
02/10/1995;The Quick and the Dead;6515861;18552460;NULL;32000000;Original
08/25/2006;The Quiet;27546;381420;NULL;900000;Original
11/22/2002;The Quiet American;101663;12987647;27687647;20000000;Adapted
01/31/2003;The R.M.;130352;1111615;NULL;500000;Original
03/12/1999;The Rage: Carrie 2;7065123;17760244;NULL;21000000;Adapted
11/21/1997;The Rainmaker;10626507;45916769;NULL;40000000;Adapted
12/10/2008;The Reader;168051;34194407;106109365;32500000;Adapted
04/25/2003;The Real Cancun;2108796;3816594;NULL;4000000;TV
04/05/2007;The Reaping;10025203;25126214;62226214;40000000;Original
02/05/2010;The Red Riding Trilogy;14526;148826;NULL;9000000;Adapted
06/11/1999;The Red Violin;87133;10019109;NULL;10000000;Original
01/10/1997;The Relic;9064143;33956608;NULL;60000000;Adapted
11/05/1993;The Remains of the Day;NULL;22954968;63954968;15000000;Adapted
02/06/1998;The Replacement Killers;8046553;19035741;NULL;30000000;Original
08/11/2000;The Replacements;11039214;44737059;50054511;50000000;Original
11/25/2011;The Ridges;NULL;NULL;NULL;17300;Original
10/21/1983;The Right Stuff;1601167;21500000;NULL;27000000;Adapted
10/18/2002;The Ring;15015393;129094024;248218486;48000000;Remake
03/18/2005;The Ring Two;35065237;75941727;161941727;50000000;Remake
08/14/2008;The Rise and Fall of Miss Thang;180;401;NULL;10000;Original
01/28/2011;The Rite;14789393;33047633;96047633;37000000;Adapted
09/30/1994;The River Wild;10214450;46815000;94215000;45000000;Original
11/25/2009;The Road;1502231;8114270;27614270;25000000;Adapted
03/31/2000;The Road to El Dorado;12846652;50802661;65700000;95000000;Original
06/07/1996;The Rock;25069525;134069511;336069511;75000000;Original
08/20/2008;The Rocker;2636048;6409528;8767338;15000000;Original
03/29/2002;The Rookie;16021684;75600072;80693537;22000000;Original
02/04/2011;The Roommate;15002635;37300107;40497461;16000000;Original
11/07/1979;The Rose;793063;29200000;NULL;8500000;Original
12/14/2001;The Royal Tenenbaums;276981;52353636;71430876;28000000;Original
11/20/1998;The Rugrats Movie;27321470;100494685;140894685;28000000;TV
04/04/2008;The Ruins;8003421;17432844;22177122;25000000;Adapted
10/11/2002;The Rules of Attraction;2532410;6525762;11799060;4000000;Adapted
03/19/2010;The Runaways;805115;3573673;4673673;9500000;Real Events
09/26/2003;The Rundown;18533765;47641743;80831893;85000000;Original
11/13/1987;The Running Man;8117465;38122000;NULL;30000000;Adapted
04/04/1997;The Saint;16278873;61363304;169400000;90000000;TV
05/11/2007;The Salon;92362;139084;NULL;1500000;Adapted
04/26/2002;The Salton Sea;166309;676698;NULL;18000000;Original
11/11/1994;The Santa Clause;19321992;144833357;189800000;22000000;Original
11/01/2002;The Santa Clause 2;29008696;139225854;172825854;65000000;Original
11/28/2007;The Savages;151859;6623082;10642023;9000000;Original
10/13/1995;The Scarlet Letter;4119086;10359006;NULL;50000000;Adapted
10/03/2003;The School of Rock;19622714;81261177;131161177;20000000;Original
07/13/2001;The Score;19018807;71069884;113542091;68000000;Original
04/19/2002;The Scorpion King;36075875;90580000;164529000;60000000;SpinNULLOff
10/17/2008;The Secret Life of Bees;10527799;37770162;39615978;11000000;Adapted
04/21/2006;The Sentinel;14367854;36280697;78080697;60000000;Adapted
07/01/1994;The Shadow;11713845;31835600;NULL;40000000;Comics
03/10/2006;The Shaggy Dog;16310058;61123569;87123569;60000000;Remake
09/23/1994;The Shawshank Redemption;727327;28241469;NULL;25000000;Adapted
05/23/1980;The Shining;622337;44017374;NULL;19000000;Adapted
12/25/2001;The Shipping News;1205174;11405825;24405825;35000000;Adapted
11/06/1998;The Siege;13931285;40934175;116625798;70000000;Original
02/14/1991;The Silence of the Lambs;13766814;130726716;275726716;20000000;Adapted
07/27/2007;The Simpsons Movie;74036787;183135014;527071022;72500000;TV
10/24/2003;The Singing Detective;28324;336456;524747;8000000;TV
02/01/2002;The Singles Ward;46649;1250798;NULL;500000;Original
08/06/2008;The Sisterhood of the Traveling Pants 2;10678430;44089964;44154645;27000000;Adapted
08/06/1999;The Sixth Sense;26681262;293506292;672806292;40000000;Original
08/12/2005;The Skeleton Key;16057945;47907715;92907715;40000000;Original
03/31/2000;The Skulls;11034885;35007180;NULL;15000000;Original
07/29/2011;The Smurfs;35611637;142614158;562474610;110000000;TV
10/01/2010;The Social Network;22445653;96962694;224922135;40000000;Real Events
04/24/2009;The Soloist;9716458;31720158;38454152;60000000;Real Events
07/14/2010;The Sorcerer's Apprentice;17619622;63150991;215150991;160000000;Original
04/01/1965;The Sound of Music;NULL;163214286;286214286;8200000;Adapted
10/07/1994;The Specialist;14317765;57362581;170400000;45000000;Adapted
02/14/2008;The Spiderwick Chronicles;19004058;71195053;162839667;92500000;Adapted
07/13/1977;The Spy Who Loved Me;1347927;46800000;185400000;14000000;Adapted
04/09/2010;The Square;17092;406216;684214;1900000;Original
10/05/2005;The Squid and the Whale;129844;7372734;11098131;1500000;Real Events
10/03/2003;The Station Agent;57785;5801558;8574021;500000;Original
10/16/2009;The Stepfather;11581586;29062561;29227561;20000000;Remake
06/11/2004;The Stepford Wives;21406781;59475623;96221971;100000000;Remake
12/25/1973;The Sting;NULL;159616327;NULL;5500000;Original
10/15/1999;The Story of Us;9673080;27100030;NULL;50000000;Original
10/15/1999;The Straight Story;92312;6197866;NULL;10000000;Real Events
05/30/2008;The Strangers;20997985;52597610;80597610;9000000;Original
05/31/2002;The Sum of All Fears;31178526;118471320;193500000;68000000;Adapted
10/10/1997;The Sweet Hereafter;31149;4306697;7951247;5000000;Adapted
04/12/2002;The Sweetest Thing;9430667;24430272;44633441;43000000;Original
08/20/2010;The Switch;8436713;27758465;49858465;19000000;Original
12/19/2008;The Tale of Despereaux;10103675;50877145;88717945;60000000;Adapted
12/24/1999;The Talented Mr. Ripley;12738237;81292135;128792135;40000000;Adapted
12/10/2010;The Tempest;42436;277943;NULL;20000000;Adapted
10/05/1956;The Ten Commandments;NULL;80000000;NULL;13500000;Adapted
06/18/2004;The Terminal;19053199;77073959;218673959;75000000;Real Events
10/26/1984;The Terminator;4020663;38019031;78019031;6400000;Original
10/17/2003;The Texas Chainsaw Massacre;28094014;80571655;107071655;9000000;Remake
08/22/1986;The Texas Chainsaw Massacre 2;2822439;8025872;NULL;4700000;Remake
10/06/2006;The Texas Chainsaw Massacre: The Beginning;18508228;39517763;50517763;16000000;Remake
12/23/1998;The Thin Red Line;223548;36400491;NULL;52000000;Adapted
05/28/1999;The Thirteenth Floor;4278452;11810854;NULL;16000000;Adapted
08/06/1999;The Thomas Crown Affair;14600719;69304264;124304264;48000000;Remake
10/21/2011;The Three Musketeers 3D;8674452;20377913;139877913;90000000;Adapted
02/11/2000;The Tigger Movie;9427532;45522531;96127798;20000000;SpinNULLOff
03/08/2002;The Time Machine;22610437;56684819;98983590;80000000;Adapted
08/14/2009;The Time Traveler's Wife;18623171;63414846;98666635;39000000;Adapted
01/22/2010;The Tooth Fairy;14010409;60022256;112610386;48000000;Original
09/17/2010;The Town;23808032;92186262;156786262;37000000;Adapted
10/11/2002;The Transporter;9107816;25296447;43928932;21000000;Original
05/27/2011;The Tree of Life;372920;13305665;62305665;35000000;Original
11/26/2003;The Triplets of Belleville;108080;7301288;14440113;2000000;Original
10/03/1955;The Trouble With Harry;NULL;7000000;NULL;1200000;Adapted
06/05/1998;The Truman Show;31542121;125618201;248400000;60000000;Original
09/27/2002;The Tuxedo;15051028;50586000;NULL;60000000;Original
11/18/2011;The Twilight Saga: Breaking Dawn, Part 1;138122261;281287133;702287133;127500000;Adapted
11/16/2012;The Twilight Saga: Breaking Dawn, Part 2;NULL;NULL;NULL;136200000;Adapted
06/30/2010;The Twilight Saga: Eclipse;64832191;300531751;693431751;68000000;Adapted
11/20/2009;The Twilight Saga: New Moon;142839137;296623634;709823634;50000000;Adapted
07/24/2009;The Ugly Truth;27605576;88915214;205230042;38000000;Original
03/09/2007;The Ultimate Gift;1241079;3438735;NULL;9000000;Adapted
01/09/2009;The Unborn;19810585;42670410;77208315;16000000;Original
06/03/1987;The Untouchables;10023094;76270454;NULL;25000000;TV
03/11/2005;The Upside of Anger;211559;18761993;27361993;12000000;Original
08/16/1995;The Usual Suspects;645363;23341568;34449356;6000000;Original
12/08/1982;The Verdict;100982;53977250;NULL;16000000;Adapted
07/30/2004;The Village;50746142;114197520;257641634;71682975;Original
04/21/2000;The Virgin Suicides;235122;4859475;NULL;6000000;Adapted
09/24/2010;The Virginity Hit;301885;636706;NULL;2000000;Original
04/11/2008;The Visitor;86488;9427026;16784953;4000000;Original
07/03/2008;The Wackness;138401;2077046;2635650;6000000;Original
06/29/2005;The War of the Worlds;64878725;234280354;591745532;132000000;Remake
12/03/2010;The Warrior's Way;3048665;5666340;8514325;42000000;Original
11/14/2001;The Wash;2875067;10097096;NULL;4000000;Original
09/08/2000;The Watcher;9062295;28946615;47267829;33000000;Original
11/06/1998;The Waterboy;39414071;161491646;190191646;23000000;Original
09/08/2000;The Way of the Gun;2150979;6047856;13061935;9000000;Original
10/28/2005;The Weather Man;4248465;12482775;15466961;20000000;Original
02/04/2005;The Wedding Date;11129580;31726995;47175038;15000000;Adapted
01/26/2001;The Wedding Planner;13510293;60400856;94728529;28000000;Original
05/18/2007;The Wendell Baker Story;48120;127188;NULL;8000000;Original
12/21/2005;The White Countess;46348;1669971;2814566;16000000;Original
02/18/2000;The Whole Nine Yards;15915676;57262492;85262492;24000000;Original
04/09/2004;The Whole Ten Yards;6685381;16323969;26323969;30000000;Original
04/14/2006;The Wild;9684809;37384046;99384046;80000000;Original
06/18/1969;The Wild Bunch;NULL;509424;NULL;6000000;Original
12/20/2002;The Wild Thornberrys;6013847;40108697;60694737;25000000;TV
01/01/1939;The Wizard of Oz;NULL;28202232;NULL;2777000;Adapted
02/12/2010;The Wolf Man;31479235;62189884;142634358;150000000;Remake
09/12/2008;The Women;10155121;26902075;50103808;16000000;Original
07/16/1999;The Wood;8515223;25059640;NULL;6000000;Original
11/24/2004;The Work and the Glory;251145;3347647;NULL;7500000;Adapted
10/21/2005;The Work and the Glory II: American Zion;524698;2025032;NULL;6500000;Adapted
11/19/1999;The World is Not Enough;35519007;126930660;361730660;135000000;Adapted
12/07/2005;The World's Fastest Indian;NULL;5128124;16509706;25000000;Real Events
12/17/2008;The Wrestler;202714;26238243;43238243;6000000;Original
12/23/1956;The Wrong Man;NULL;2000000;NULL;1200000;Original
06/19/1998;The X Files: Fight the Future;30138758;83898313;189176423;66000000;TV
07/25/2008;The X Files: I Want to Believe;10021753;20982478;68369434;35000000;TV
12/18/2009;The Young Victoria;160069;11001272;29275940;35000000;Real Events
05/06/2011;There Be Dragons;705537;1069334;4020990;36000000;Real Events
09/02/1994;There Goes My Baby;NULL;125169;NULL;10500000;Original
07/15/1998;There's Something About Mary;13740644;176484651;360099999;22000000;Original
11/27/2002;They;5144090;12840842;16140842;17000000;Original
11/04/1988;They Live;4827903;13000000;NULL;4000000;Adapted
12/01/1995;Things to Do in Denver when You're Dead;44108;529766;2675426;15000000;Original
10/19/2007;Things We Lost in the Fire;1561949;3287315;8120148;16000000;Original
10/25/1996;Thinner;5679046;15171475;NULL;14000000;Adapted
08/20/2003;Thirteen;116260;4601043;6302406;2000000;Original
05/24/2002;Thirteen Conversations About One Thing;69064;3287435;3705923;3000000;Original
12/22/2000;Thirteen Days;46668;34566746;66554547;80000000;Real Events
11/21/2007;This Christmas;17958183;49121934;49778552;13000000;Original
07/25/2007;This is England;17700;327919;NULL;2380000;Original
07/26/2000;Thomas and the Magic Railroad;4154932;15911332;NULL;19000000;Adapted
05/06/2011;Thor;65723338;181030624;449326618;150000000;Comics
01/05/2007;Thr3e;675000;1008849;1060418;2400000;Adapted
04/03/2008;Three Kingdoms: Resurrection of the Dragon;NULL;NULL;22139590;20000000;Adapted
10/01/1999;Three Kings;15847636;60652036;107752036;48000000;Original
10/22/1999;Three to Tango;4406135;10570375;NULL;20000000;Original
09/16/2005;Thumbsucker;85327;1328679;1919197;4000000;Adapted
12/29/1965;Thunderball;NULL;63600000;141200000;9000000;Adapted
07/30/2004;Thunderbirds;2766810;6768055;28231444;55000000;TV
12/07/2007;Timber Falls;NULL;NULL;NULL;2600000;Original
11/06/1981;Time Bandits;6507356;37400000;NULL;12000000;Original
10/25/2002;Time Changer;300103;1500711;NULL;825000;Original
09/16/1994;Timecop;12064625;44853581;102053581;28000000;Comics
11/26/2003;Timeline;8440629;19480739;26703184;80000000;Adapted
08/16/1996;Tin Cup;10128834;53854588;75854588;45000000;Original
11/12/2010;Tiny Furniture;21235;391674;NULL;50000;Original
06/16/2000;Titan A.E.;9376845;22751979;36751979;75000000;Original
12/19/1997;Titanic;28638131;600788188;1842879955;200000000;Original
03/23/2007;TMNT;24255205;54149098;95009888;35000000;Comics
09/27/1995;To Die For;386610;21284514;27688744;20000000;Adapted
12/25/1962;To Kill A Mockingbird;NULL;13129846;NULL;2000000;Adapted
01/22/2010;To Save a Life;1513955;3777210;NULL;500000;Original
09/08/2006;Tom yum goong;5034180;12044087;43044087;5700000;Original
12/25/1993;Tombstone;8720255;56505065;NULL;25000000;Real Events
03/30/2001;Tomcats;6406076;13558739;NULL;11000000;Original
12/19/1997;Tomorrow Never Dies;25143007;125304276;339504276;110000000;Adapted
12/17/1982;Tootsie;5540470;177200000;NULL;15000000;Original
05/16/1986;Top Gun;8193052;176786701;353786701;15000000;Original
12/19/1969;Topaz;NULL;6000000;NULL;4000000;Adapted
12/17/1999;Topsy Turvy;32718;6201757;NULL;20000000;Real Events
07/16/1966;Torn Curtain;NULL;13000000;NULL;3000000;Original
01/16/2004;Torque;9970557;21176322;46176322;40000000;Original
06/01/1990;Total Recall;25533700;119394839;261400000;65000000;Adapted
01/23/2004;Touching the Void;96973;4593598;13885802;2000000;Real Events
11/04/2011;Tower Heist;24025190;78046570;148746570;85000000;Original
04/27/2001;Town & Country;3029858;6712451;10364769;105000000;Original
11/22/1995;Toy Story;29140617;191796233;361948825;30000000;Original
11/19/1999;Toy Story 2;300163;245852179;484966906;90000000;Original
06/18/2010;Toy Story 3;110307189;415004880;1064404880;200000000;Original
12/27/2000;Traffic;184725;124107476;208300000;48000000;TV
10/05/2001;Training Day;22550788;76261036;104505362;45000000;Original
